source,target,done,0.759574071
Trade STL/TOR 6/28/2014,Carl Gunnarsson,,
Trade STL/VGK 2/26/2023,Zach Dean,x,
Trade STL/VGK 2/26/2023,Ivan Barbashev,a,
Trade STL/WSH 6/25/2016,Tage Thompson,a,
Trade STL/WSH 6/25/2016,Lucas Johansen,,
Trade STL/WSH 6/25/2016,Garrett Pilon,a,
Trade TBL/ANA 3/24/2021,Alexander Volkov,x,
Trade TBL/ANA 3/24/2021,Jack Harvey,a,
Trade TBL/ANA 3/24/2021,Antoine Morand,,
Trade TBL/CHI 3/18/2022,Taylor Raddysh,x,
Trade TBL/CHI 3/18/2022,Boris Katchouk,x,
Trade TBL/CHI 3/18/2022,Brandon Hagel,x,
Trade TBL/CHI 3/18/2022,Oliver Moore,x,
Trade TBL/CHI 3/18/2022,Kenny Connors,x,
Trade TBL/CHI 3/18/2022,Cole Eiserman,x,
Trade TBL/CHI 3/18/2022,Jakub Milota,x,
Trade TBL/CHI 6/29/2023,Corey Perry,a,
Trade TBL/CHI 6/29/2023,Joe Connor,a,
Trade TBL/CHI 7/27/2021,Tyler Johnson,x,
Trade TBL/CHI 7/27/2021,Brent Seabrook,x,
Trade TBL/CHI 7/27/2021,Carson Bjarnason,x,
Trade TBL/COL 6/28/2023,Ross Colton,a,
Trade TBL/COL 6/28/2023,Ethan Gauthier,a,
Trade TBL/DAL 2/1/2022,Tye Felhaber,a,
Trade TBL/DAL 2/1/2022,Alexei Lipanov,a,
Trade TBL/DET 2/21/2012,Andrei Vasilevskiy,a,
Trade TBL/DET 2/21/2012,Sebastien Piche,,
Trade TBL/DET 2/21/2012,Kyle Quincey,,
Trade TBL/DET/SEA 3/5/2025,Chandler Stephenson,,
Trade TBL/DET/SEA 3/5/2025,Oliver Bjorkstrand,a,
Trade TBL/DET/SEA 3/5/2025,Mikey Eyssimont,a,
Trade TBL/DET/SEA 3/5/2025,Kyle Aucoin,,
Trade TBL/DET/SEA 3/5/2025,Matthew Gard,a,
Trade TBL/DET/SEA 3/5/2025,Michal Svrcek,,
Trade TBL/DET/SEA 3/5/2025,2026 5th Round (TBL/DET/SEA),a,
Trade TBL/DET/SEA 3/5/2025,2026/27 1st Round (TBL/DET/SEA),a,
Trade TBL/DET/SEA 3/5/2025,2027/28 1st Round (TBL/DET/SEA),a,
Trade TBL/DET/SEA 3/5/2025,Yanni Gourde,a,
Trade TBL/LAK 6/29/2024,Tanner Jeannot,a,
Trade TBL/LAK 6/29/2024,Jan Golicic,a,
Trade TBL/LAK 6/29/2024,Ethan Czata,a,
Trade TBL/MIN 11/8/2023,Zach Bogosian,a,
Trade TBL/MIN 11/8/2023,Grant Spada,a,
Trade TBL/MIN 6/28/2014,Louie Belpedio,a,
Trade TBL/MIN 6/28/2014,Brayden Point,a,
Trade TBL/MIN 6/28/2014,Jack Sadek,,
Trade TBL/NSH 2/1/2022,Anthony Richard,a,
Trade TBL/NSH 2/1/2022,Jimmy Huntington,a,
Trade TBL/NSH 5/21/2024,Ryan McDonagh,a,
Trade TBL/NSH 5/21/2024,Hagen Burrows,a,
Trade TBL/NSH 5/21/2024,Erik Pahlsson,a,
Trade TBL/NSH 5/21/2024,Jakob Ihs-Wozniak,a,
Trade TBL/NSH 6/14/2019,Connor Ingram,a,
Trade TBL/NSH 6/14/2019,Robert Flinton,a,
Trade TBL/NSH 6/15/2022,Colton Sissons,a,
Trade TBL/NSH 6/15/2022,Sebastien Caron,,
Trade TBL/NSH 6/15/2022,Pontus Aberg,a,
Trade TBL/NSH 6/15/2022,Nikita Gusev,,
Trade TBL/NSH 6/15/2022,Anders Lindback,a,
Trade TBL/NSH 6/29/2023,Jakub Milota,x,
Trade TBL/NSH 6/29/2023,Jayson Shaugabay,a,
Trade TBL/NSH 7/3/2022,Ryan McDonagh,a,
Trade TBL/NSH 7/3/2022,Philippe Myers,a,
Trade TBL/NSH 7/3/2022,Grant Mismash,a,
Trade TBL/NYI 6/22/2001,Adrian Aucoin,,
Trade TBL/NYI 6/22/2001,Alexander Kharitonov,x,
Trade TBL/NYI 6/22/2001,Mathieu Biron,,
Trade TBL/NYI 6/22/2001,Denis Grot,,
Trade TBL/NYI 6/26/2015,Anthony Beauvillier,x,
Trade TBL/NYI 6/26/2015,Mitchell Stephens,a,
Trade TBL/NYI 6/26/2015,Anthony Cirelli,a,
Trade TBL/NYI 6/27/2014,Josh Ho-Sang,x,
Trade TBL/NYI 6/27/2014,Dominik Masin,,
Trade TBL/NYI 6/27/2014,Johnathan MacLeod,a,
Trade TBL/NYR 2/26/2018,Nils Lundkvist,a,
Trade TBL/NYR 2/26/2018,Vladislav Namestnikov,a,
Trade TBL/NYR 2/26/2018,JT Miller,a,
Trade TBL/NYR 2/26/2018,Ryan McDonagh,a,
Trade TBL/NYR 2/26/2018,Brett Howden,a,
Trade TBL/NYR 2/26/2018,Libor Hajek,a,
Trade TBL/NYR 2/26/2018,Karl Henriksson,a,
Trade TBL/NYR 6/28/2014,Daniel Walcott,x,
Trade TBL/NYR 6/28/2014,Ben Thomas,a,
Trade TBL/NYR 6/28/2014,Tyler Nanne,a,
Trade TBL/NYR 7/17/2021,Barclay Goodrow,a,
Trade TBL/NYR 7/17/2021,Dyllan Gill,a,
Trade TBL/OTT 3/20/2022,Mathieu Joseph,a,
Trade TBL/OTT 3/20/2022,Nick Paul,a,
Trade TBL/OTT 3/20/2022,Blake Montgomery,a,
Trade TBL/OTT 7/30/2019,Ryan Callahan,x,
Trade TBL/OTT 7/30/2019,Nick Capone,,
Trade TBL/OTT 7/30/2019,Eric Engstrand,,
Trade TBL/OTT 7/30/2019,Mike Condon,,
Trade TBL/OTT 8/29/2008,Kyle Palmieri,x,
Trade TBL/OTT 8/29/2008,Andrej Meszaros,,
Trade TBL/OTT 8/29/2008,Filip Kuba,,
Trade TBL/OTT 8/29/2008,Alexandre R Picard,,
Trade TBL/PHI 3/2/2015,Radko Gudas,x,
Trade TBL/PHI 3/2/2015,Gabriel Carlsson,,
Trade TBL/PHI 3/2/2015,Braydon Coburn,,
Trade TBL/PHI 3/2/2015,Matej Tomek,a,
Trade TBL/PIT 2/1/2001,Wayne Primeau,x,
Trade TBL/PIT 2/1/2001,Matthew Barnaby,,
Trade TBL/PIT 3/11/2003,Brian Holzinger,x,
Trade TBL/PIT 3/11/2003,Marc Bergevin,,
Trade TBL/SJS 2/24/2020,Ozzy Wiesblatt,a,
Trade TBL/SJS 2/24/2020,Barclay Goodrow,a,
Trade TBL/SJS 2/24/2020,Anthony Greco,,
Trade TBL/SJS 2/24/2020,Maxim Groshev,a,
Trade TBL/SJS 3/1/2023,Vladislav Namestnikov,a,
Trade TBL/SJS 3/1/2023,Mikey Eyssimont,a,
Trade TBL/SJS 3/7/2024,Jack Thompson,a,
Trade TBL/SJS 3/7/2024,Anthony Duclair,a,
Trade TBL/SJS 3/7/2024,Kasper Pikkarainen,a,
Trade TBL/SJS 3/7/2024,Caleb Heil,a,
Trade TBL/SJS 7/4/2008,Kyle Palmieri,x,
Trade TBL/SJS 7/4/2008,Ty Wishart,,
Trade TBL/SJS 7/4/2008,Dan Boyle,x,
Trade TBL/SJS 7/4/2008,Matt Carle,,
Trade TBL/SJS 7/4/2008,James Mullin,,
Trade TBL/SJS 7/4/2008,Brad Lukowich,,
Trade TBL/STL 2/18/2011,Jordan Binnington,a,
Trade TBL/STL 2/18/2011,Eric Brewer,a,
Trade TBL/STL 2/18/2011,Brock Beukeboom,,
Trade TBL/TOR 2/27/2017,Byron Froese,x,
Trade TBL/TOR 2/27/2017,Brian Boyle,x,
Trade TBL/TOR 2/27/2017,Alexander Volkov,x,
Trade TBL/VGK 6/21/2017,Alexandre Texier,a,
Trade TBL/VGK 6/21/2017,Paul Cotter,a,
Trade TBL/VGK 6/21/2017,Nikita Gusev,,
Trade TBL/VGK 6/21/2017,Jason Garrison,,
Trade TOR/ANA 11/16/2013,Marcus Pettersson,a,
Trade TOR/ANA 11/16/2013,Ondrej Kase,a,
Trade TOR/ANA 11/16/2013,Peter Holland,a,
Trade TOR/ANA 11/16/2013,Brad Staubitz,,
Trade TOR/ANA 11/16/2013,Jesse Blacker,,
Trade TOR/ANA 4/12/2021,Michael Callow,x,
Trade TOR/ANA 4/12/2021,Ben Hutton,a,
Trade TOR/ANA 6/20/2016,Frederik Andersen,a,
Trade TOR/ANA 6/20/2016,Maxime Comtois,,
Trade TOR/ANA 6/20/2016,Sam Steel,a,
Trade TOR/ANA 6/28/2024,Stian Solberg,x,
Trade TOR/ANA 6/28/2024,Ben Danford,a,
Trade TOR/ANA 6/28/2024,Linus Eriksson,a,
Trade TOR/BOS 10/7/2020,Ty Gallagher,x,
Trade TOR/BOS 10/7/2020,Ryan Tverberg,a,
Trade TOR/BUF 6/23/2018,Pontus Holmberg,a,
Trade TOR/BUF 6/23/2018,Gustav Berglund,,
Trade TOR/CAR/ANA 2/29/2024,Ilya Lyubushkin,a,
Trade TOR/CAR/ANA 2/29/2024,Roman Shokhrin,a,
Trade TOR/CAR/ANA 2/29/2024,Artyom Gonchar,a,
Trade TOR/CAR/ANA 2/29/2024,Kirill Slepets,a,
Trade TOR/CHI 2/27/2023,Sam Lafferty,,
Trade TOR/CHI 2/27/2023,Joey Anderson,a,
Trade TOR/CHI 2/27/2023,Jake McCabe,,
Trade TOR/CHI 2/27/2023,Pavel Gogolev,,
Trade TOR/CHI 2/27/2023,Miroslav Holinka,a,
Trade TOR/CHI 2/27/2023,Vaclav Nestrasil,a,
Trade TOR/CHI 2/27/2023,Ryan Miller b.2007,a,
Trade TOR/CHI 2/27/2023,2026 2nd Round (TOR/CHI),a,
Trade TOR/CHI 6/24/2006,James Reimer,a,
Trade TOR/CHI 6/24/2006,Korbinian Holzer,a,
Trade TOR/CHI 6/24/2006,Tony Lagerstrom,a,
Trade TOR/COL 12/19/2022,Dryden Hunt,a,
Trade TOR/COL 12/19/2022,Denis Malgin,a,
Trade TOR/COL 2/21/2016,Keaton Middleton,a,
Trade TOR/COL 2/21/2016,Shawn Matthias,a,
Trade TOR/COL 2/21/2016,Colin Smith,,
Trade TOR/COL 7/1/2019,Nazem Kadri,a,
Trade TOR/COL 7/1/2019,Tyson Barrie,a,
Trade TOR/COL 7/1/2019,Jean-Luc Foudy,a,
Trade TOR/COL 7/1/2019,Calle Rosen,a,
Trade TOR/COL 7/1/2019,Alexander Kerfoot,a,
Trade TOR/COL 7/1/2019,Joe Miller b.2002,a,
Trade TOR/DAL 6/29/2024,Chris Tanev,a,
Trade TOR/DAL 6/29/2024,2026 7th Round (TOR/DAL),a,
Trade TOR/DAL 6/29/2024,Max Ellis,a,
Trade TOR/FLA 10/7/2020,Devon Levi,a,
Trade TOR/FLA 10/7/2020,Kasper Puutio,a,
Trade TOR/FLA 10/7/2020,Dmitry Ovchinnikov,a,
Trade TOR/FLA 12/29/2018,Michael Hutchinson,x,
Trade TOR/FLA 12/29/2018,Dmitry Ovchinnikov,a,
Trade TOR/FLA 6/19/2015,Zach Hyman,a,
Trade TOR/FLA 6/19/2015,Greg McKegg,,
Trade TOR/LAK 6/26/2010,Sondre Olden,,
Trade TOR/LAK 6/26/2010,Jimmy Vesey,x,
Trade TOR/NJD 10/10/2020,Andreas Johnsson,x,
Trade TOR/NJD 10/10/2020,Joey Anderson,a,
Trade TOR/NJD 7/23/2015,Linus Karlsson,a,
Trade TOR/NJD 7/23/2015,Lou Lamoriello (GM),a,
Trade TOR/NSH 2/15/2015,Travis Konecny,a,
Trade TOR/NSH 2/15/2015,Olli Jokinen,,
Trade TOR/NSH 2/15/2015,Brendan Leipsic,,
Trade TOR/NSH 2/15/2015,Cody Franson,,
Trade TOR/NSH 2/15/2015,Mike Santorelli,,
Trade TOR/NSH 2/22/2002,Ben Harpur,x,
Trade TOR/NSH 2/22/2002,Miikka Salomaki,,
Trade TOR/NSH 7/12/2015,Taylor Beck,x,
Trade TOR/NSH 7/12/2015,Jamie Devane,x,
Trade TOR/NYI 2/28/2023,Pierre Engvall,a,
Trade TOR/NYI 2/28/2023,Pavel Moysevich,a,
Trade TOR/NYI 6/20/2008,Luke Schenn,a,
Trade TOR/NYI 6/20/2008,Colin Wilson,a,
Trade TOR/NYI 6/20/2008,Mat Clark,a,
Trade TOR/OTT 10/7/2020,Tyler Kleven,a,
Trade TOR/OTT 10/7/2020,Roni Hirvonen,a,
Trade TOR/OTT 10/7/2020,Topi Niemela,a,
Trade TOR/OTT 2/19/2020,Max Veronneau,,
Trade TOR/OTT 2/19/2020,Aaron Luchuk,x,
Trade TOR/PHI 3/7/2025,Nikita Grebenkin,a,
Trade TOR/PHI 3/7/2025,Scott Laughton,a,
Trade TOR/PHI 3/7/2025,Vashek Blanar,a,
Trade TOR/PHI 3/7/2025,2025 4th Round (TOR/PHI),a,
Trade TOR/PHI 3/7/2025,2027 6th Round (TOR/PHI),a,
Trade TOR/PHI 6/26/2015,Travis Konecny,,
Trade TOR/PHI 6/26/2015,Gabriel Carlsson,,
Trade TOR/PHI 6/26/2015,Jeremy Bracco,,
Trade TOR/SJS 10/30/2024,Matthew Benning,,
Trade TOR/SJS 10/30/2024,Timothy Liljegren,a,
Trade TOR/SJS 10/30/2024,Tyler Hopkins,a,
Trade TOR/SJS 2/27/2016,James Reimer,a,
Trade TOR/SJS 2/27/2016,Alex Stalock,,
Trade TOR/SJS 2/27/2016,Ben Smith,,
Trade TOR/SJS 2/27/2016,Riley Stotts,,
Trade TOR/SJS 2/27/2016,Jeremy Morin,a,
Trade TOR/SJS 6/22/2007,Lars Eller,a,
Trade TOR/SJS 6/22/2007,Vesa Toskala,,
Trade TOR/SJS 6/22/2007,Mark Bell,,
Trade TOR/SJS 6/22/2007,Aaron Palushaj,,
Trade TOR/SJS 6/22/2007,Craig Smith,a,
Trade TOR/STL 2/15/2018,Nikita Soshnikov,,
Trade TOR/STL 2/15/2018,Nick Abruzzese,a,
Trade TOR/VAN 10/8/2023,Sam Lafferty,a,
Trade TOR/VAN 10/8/2023,Timofei Obvintsev,a,
Trade TOR/VAN 7/17/2025,Dakota Joshua,a,
Trade TOR/VAN 7/17/2025,2028 4th Round (TOR/VAN),a,
Trade TOR/WSH 2/28/2016,Beck Malenstyn,a,
Trade TOR/WSH 2/28/2016,Carl Grundstrom,a,
Trade TOR/WSH 2/28/2016,Connor Carrick,,
Trade TOR/WSH 2/28/2016,Daniel Winnik,,
Trade TOR/WSH 2/28/2016,Brooks Laich,,
Trade TOR/WSH 6/26/2010,Philipp Grubauer,a,
Trade TOR/WSH 6/26/2010,Petter Granberg,,
Trade TOR/WSH 6/26/2010,Daniel Brodin,a,
Trade UTH/EDM 10/1/2025,Connor Ingram,a,
Trade UTH/TBL 6/29/2024,Conor Geekie,a,
Trade UTH/TBL 6/29/2024,JJ Moser,a,
Trade UTH/TBL 6/29/2024,Mikhail Sergachev,a,
Trade UTH/TBL 6/29/2024,Noah Steen,a,
Trade UTH/TBL 6/29/2024,Matthew Gard,a,
Trade VAN/ANA 2/28/2011,Frederik Andersen,a,
Trade VAN/ANA 2/28/2011,Joel Perrault,,
Trade VAN/ANA 2/28/2011,Maxim Lapierre,,
Trade VAN/ANA 2/28/2011,MacGregor Sharp,,
Trade VAN/ANA 6/30/2015,Filip Gustavsson,x,
Trade VAN/ANA 6/30/2015,Kevin Bieksa,,
Trade VAN/ARI 7/23/2021,Oliver Ekman-Larsson,a,
Trade VAN/ARI 7/23/2021,Dylan Guenther,a,
Trade VAN/ARI 7/23/2021,Conor Garland,a,
Trade VAN/ARI 7/23/2021,Antoine Roussel,,
Trade VAN/ARI 7/23/2021,Jay Beagle,,
Trade VAN/ARI 7/23/2021,Loui Eriksson,a,
Trade VAN/ARI 7/23/2021,Yegor Rimashevsky,a,
Trade VAN/ARI 7/23/2021,Hunter Haight,a,
Trade VAN/BOS 10/27/2022,Michael DiPietro,x,
Trade VAN/BOS 10/27/2022,Jonathan Myrenberg,x,
Trade VAN/BOS 10/27/2022,Jack Studnicka,a,
Trade VAN/BUF 2/27/2023,Riley Stillman,x,
Trade VAN/BUF 2/27/2023,Josh Bloom,a,
Trade VAN/CBJ 10/21/2015,Jonah Gadjovich,a,
Trade VAN/CBJ 10/21/2015,John Tortorella (Coach),a,
Trade VAN/CBJ 2/26/2018,Tyler Motte,a,
Trade VAN/CBJ 2/26/2018,Thomas Vanek,a,
Trade VAN/CBJ 2/26/2018,Jussi Jokinen,,
Trade VAN/CBJ 2/27/2012,Josh Anderson,,
Trade VAN/CBJ 2/27/2012,Taylor Leier,a,
Trade VAN/CBJ 2/27/2012,Taylor Ellington,,
Trade VAN/CBJ 2/27/2012,Sami Pahlsson,,
Trade VAN/CGY 1/31/2024,Elias Lindholm,x,
Trade VAN/CGY 1/31/2024,Andrei Kuzmenko,a,
Trade VAN/CGY 1/31/2024,Matvei Gridin,a,
Trade VAN/CGY 1/31/2024,Hunter Brzustewicz,a,
Trade VAN/CGY 1/31/2024,Joni Jurmo,a,
Trade VAN/CGY 1/31/2024,Heikki Ruohonen,a,
Trade VAN/CGY 3/2/2015,Rasmus Andersson,a,
Trade VAN/CGY 3/2/2015,Sven Baertschi,,
Trade VAN/CHI 10/7/2022,Riley Stillman,x,
Trade VAN/CHI 10/7/2022,Jason Dickinson,x,
Trade VAN/CHI 10/7/2022,Kamil Bednarik,x,
Trade VAN/CHI 11/28/2023,Anthony Beauvillier,x,
Trade VAN/CHI 11/28/2023,Colton Roberts,a,
Trade VAN/CHI 4/12/2021,Adam Gaudette,a,
Trade VAN/CHI 4/12/2021,Matthew Highmore,a,
Trade VAN/CHI 6/24/2017,Tim Soderlund,x,
Trade VAN/CHI 6/24/2017,Kristoffer Gunnarsson,x,
Trade VAN/CHI 6/24/2017,Petrus Palmu,x,
Trade VAN/DAL 4/2/2013,Kevin Connauton,x,
Trade VAN/DAL 4/2/2013,Derek Roy,x,
Trade VAN/DAL 4/2/2013,Philippe Desrosiers,x,
Trade VAN/DET 3/1/2023,Filip Hronek,a,
Trade VAN/DET 3/1/2023,Ty Mueller,a,
Trade VAN/DET 3/1/2023,Axel Sandin Pellikka,a,
Trade VAN/DET 3/1/2023,Felix Nilsson,a,
Trade VAN/EDM 6/25/2025,Evander Kane,a,
Trade VAN/EDM 6/25/2025,David Lewandowski,a,
Trade VAN/FLA 10/10/2021,Noah Juulsen,a,
Trade VAN/FLA 10/10/2021,Olli Juolevi,,
Trade VAN/FLA 10/10/2021,Juho Lammikko,a,
Trade VAN/FLA 10/22/2011,Steven Reinprecht,x,
Trade VAN/FLA 10/22/2011,Mikael Samuelsson,a,
Trade VAN/FLA 10/22/2011,Marco Sturm,,
Trade VAN/FLA 10/22/2011,David Booth,,
Trade VAN/FLA 10/22/2011,Cole Cassels,,
Trade VAN/FLA 3/4/2014,Jacob Markstrom,a,
Trade VAN/FLA 3/4/2014,Steven Anthony,,
Trade VAN/FLA 3/4/2014,Shawn Matthias,a,
Trade VAN/FLA 3/4/2014,Roberto Luongo,,
Trade VAN/FLA 6/25/2010,Steve Bernier,a,
Trade VAN/FLA 6/25/2010,Victor Oreskovich,,
Trade VAN/FLA 6/25/2010,Michael Grabner,x,
Trade VAN/FLA 6/25/2010,Keith Ballard,a,
Trade VAN/FLA 6/25/2010,Quinton Howden,,
Trade VAN/LAK 7/5/2006,Taylor Ellington,,
Trade VAN/LAK 7/5/2006,Brayden McNabb,a,
Trade VAN/LAK 7/5/2006,Dan Cloutier,,
Trade VAN/NJD 3/3/2023,Curtis Lazar,a,
Trade VAN/NJD 3/3/2023,Heikki Ruohonen,a,
Trade VAN/NJD 6/30/2013,Bo Horvat,a,
Trade VAN/NJD 6/30/2013,Cory Schneider,,
Trade VAN/NYR 1/31/2025,JT Miller,a,
Trade VAN/NYR 1/31/2025,Erik Brannstrom,a,
Trade VAN/NYR 1/31/2025,Jackson Dorrington,a,
Trade VAN/NYR 1/31/2025,Filip Chytil,a,
Trade VAN/NYR 1/31/2025,Victor Mancini,a,
Trade VAN/NYR 1/31/2025,Jack Nesbitt,x,
Trade VAN/NYR 2/25/2023,William Lockwood,,
Trade VAN/NYR 2/25/2023,Vitali Kravtsov,a,
Trade VAN/NYR 2/25/2023,2026 7th Round (VAN/NYR),a,
Trade VAN/NYR 3/21/2022,Tyler Motte,a,
Trade VAN/NYR 3/21/2022,Matthew Perkins,a,
Trade VAN/OTT 1/2/2019,Arturs Silovs,a,
Trade VAN/OTT 1/2/2019,Tom Pyatt,x,
Trade VAN/OTT 1/2/2019,Anders Nilsson,a,
Trade VAN/OTT 1/2/2019,Darren Archibald,,
Trade VAN/OTT 1/2/2019,Mike McKenna,,
Trade VAN/PIT 10/17/2023,Jack Rathbone,a,
Trade VAN/PIT 10/17/2023,Mark Friedman,,
Trade VAN/PIT 10/17/2023,Ty Glover,a,
Trade VAN/PIT 10/17/2023,Karel Plasek,,
Trade VAN/PIT 10/3/2017,Derrick Pouliot,a,
Trade VAN/PIT 10/3/2017,Stanislav Demin,a,
Trade VAN/PIT 10/3/2017,Andrey Pedan,,
Trade VAN/PIT 2/25/2019,Erik Gudbranson,x,
Trade VAN/PIT 2/25/2019,Tanner Pearson,x,
Trade VAN/SJS 2/25/2019,Linus Karlsson,a,
Trade VAN/SJS 2/25/2019,Jonathan Dahlen,,
Trade VAN/SJS 6/22/2019,Tom Pyatt,x,
Trade VAN/SJS 6/22/2019,Timur Ibragimov,x,
Trade VAN/SJS 6/22/2019,Arvid Costmar,x,
Trade VAN/SJS 6/22/2019,Francis Perron,x,
Trade VAN/TBL 6/22/2019,JT Miller,a,
Trade VAN/TBL 6/22/2019,Shakir Mukhamadullin,x,
Trade VAN/TBL 6/22/2019,Hugo Alnefelt,a,
Trade VAN/TBL 6/22/2019,Marek Mazanec,,
Trade VAN/TOR 12/3/2018,Michael Carcone,x,
Trade VAN/TOR 12/3/2018,Josh Leivo,,
Trade VAN/TOR 2/28/2023,Luke Schenn,a,
Trade VAN/TOR 2/28/2023,Sawyer Mynio,a,
Trade VAN/VGK 10/12/2020,Elias Pettersson b.2004,a,
Trade VAN/VGK 10/12/2020,Nate Schmidt,a,
Trade VAN/WPG 7/27/2021,Nate Schmidt,a,
Trade VAN/WPG 7/27/2021,Jordan Gustafson,a,
Trade VGK/ANA 6/21/2017,Shea Theodore,a,
Trade VGK/ANA 6/21/2017,Clayton Stoner,,
Trade VGK/BUF 11/4/2021,Alex Tuch,a,
Trade VGK/BUF 11/4/2021,Peyton Krebs,a,
Trade VGK/BUF 11/4/2021,Noah Ostlund,a,
Trade VGK/BUF 11/4/2021,Jack Eichel,a,
Trade VGK/BUF 11/4/2021,Riley Heidt,a,
Trade VGK/BUF 11/4/2021,Mathieu Cataford,a,
Trade VGK/BUF 6/28/2019,Colin Miller,a,
Trade VGK/BUF 6/28/2019,Sergei Ivanov,,
Trade VGK/BUF 6/28/2019,Ben Roger,a,
Trade VGK/CAR 7/13/2022,Dylan Coghlan,a,
Trade VGK/CAR 7/13/2022,Max Pacioretty,a,
Trade VGK/CAR 7/4/2017,Marcus Kruger,x,
Trade VGK/CAR 7/4/2017,Brandon Kruse,,
Trade VGK/CBJ 3/2/2023,Michael Hutchinson,x,
Trade VGK/CBJ 3/2/2023,Jonathan Quick,x,
Trade VGK/CBJ 3/2/2023,Loke Krantz,x,
Trade VGK/CBJ 6/21/2017,William Karlsson,a,
Trade VGK/CBJ 6/21/2017,Samuel Fagemo,a,
Trade VGK/CBJ 6/21/2017,Kristian Vesalainen,x,
Trade VGK/CBJ 6/21/2017,David Clarkson,,
Trade VGK/CBJ 6/24/2017,Alexandre Texier,a,
Trade VGK/CBJ 6/24/2017,Keegan Kolesar,a,
Trade VGK/CGY/PHI 3/6/2024,Daniil Miromanov,a,
Trade VGK/CGY/PHI 3/6/2024,Kirill Zarubin,a,
Trade VGK/CGY/PHI 3/6/2024,Noah Hanifin,a,
Trade VGK/CGY/PHI 3/6/2024,Mikhail Vorobyev,,
Trade VGK/CGY/PHI 3/6/2024,Noah Powell,a,
Trade VGK/CHI 7/27/2021,Marc-Andre Fleury,a,
Trade VGK/CHI 7/27/2021,Mikael Hakkarainen,x,
Trade VGK/DET 7/24/2021,Shai Buium,a,
Trade VGK/DET 7/24/2021,Daniil Chayka,,
Trade VGK/DET 7/24/2021,Jakub Demek,a,
Trade VGK/MIN 1/21/2019,Nikita Nesterenko,x,
Trade VGK/MIN 1/21/2019,Brad Hunt,,
Trade VGK/MIN 1/21/2019,Isaiah Saville,,
Trade VGK/MTL 6/16/2022,Evgenii Dadonov,a,
Trade VGK/MTL 6/16/2022,Shea Weber,x,
Trade VGK/NJD 6/29/2024,Alexander Holtz,a,
Trade VGK/NJD 6/29/2024,Akira Schmid,a,
Trade VGK/NJD 6/29/2024,Paul Cotter,a,
Trade VGK/NJD 6/29/2024,Mason Moe,a,
Trade VGK/NSH 6/29/2025,Nicolas Hague,a,
Trade VGK/NSH 6/29/2025,Colton Sissons,a,
Trade VGK/NSH 6/29/2025,Jeremy Lauzon,a,
Trade VGK/NSH 6/29/2025,2027 2nd /3rd Round (VGK/NSH),a,
Trade VGK/NYR 3/6/2025,Reilly Smith,a,
Trade VGK/NYR 3/6/2025,Brendan Brisson,a,
Trade VGK/NYR 3/6/2025,Kieren Dervin,a,
Trade VGK/NYR 7/17/2021,Nick DeSimone,a,
Trade VGK/NYR 7/17/2021,Brett Howden,a,
Trade VGK/NYR 7/17/2021,Noah Laba,a,
Trade VGK/OTT 2/25/2019,Erik Brannstrom,a,
Trade VGK/OTT 2/25/2019,Tobias Lindberg,,
Trade VGK/OTT 2/25/2019,Mark Stone,a,
Trade VGK/OTT 2/25/2019,Oscar Lindberg,,
Trade VGK/OTT 2/25/2019,Egor Sokolov,,
Trade VGK/PIT 3/1/2023,Teddy Blueger,a,
Trade VGK/PIT 3/1/2023,Peter Diliberatore,,
Trade VGK/PIT 3/1/2023,Kirill Zarubin,a,
Trade VGK/PIT 6/21/2017,Marc-Andre Fleury,a,
Trade VGK/PIT 6/21/2017,Drew Commesso,a,
Trade VGK/PIT 6/23/2018,Valtteri Puustinen,a,
Trade VGK/PIT 6/23/2018,Jordan Kooy,,
Trade VGK/SJS 3/8/2024,Tomas Hertl,a,
Trade VGK/SJS 3/8/2024,David Edstrom,a,
Trade VGK/SJS 3/8/2024,Ryker Lee,a,
Trade VGK/SJS 3/8/2024,Kieren Dervin,a,
Trade VGK/SJS 3/8/2024,2027 3rd Round (VGK/SJS),a,
Trade VGK/SJS 8/29/2022,Adin Hill,a,
Trade VGK/SJS 8/29/2022,Christian Kirsch,a,
Trade VGK/SJS/CHI 4/12/2021,Colton Dach,a,
Trade VGK/SJS/CHI 4/12/2021,Nikita Grebenkin,a,
Trade VGK/SJS/CHI 4/12/2021,Mattias Janmark,a,
Trade VGK/SJS/CHI 4/12/2021,Nick DeSimone,a,
Trade VGK/SJS/CHI 4/12/2021,Sergei Ivanov,,
Trade VGK/SJS/CHI 4/12/2021,Samuel Savoie,a,
Trade VGK/TOR 10/6/2017,Calvin Pickard,a,
Trade VGK/TOR 10/6/2017,Tobias Lindberg,,
Trade VGK/TOR 10/6/2017,Peter Diliberatore,,
Trade VGK/TOR 7/1/2025,Nicolas Roy,a,
Trade VGK/TOR 7/1/2025,Mitchell Marner,a,
Trade VGK/WPG 6/21/2017,Nick Suzuki,x,
Trade VGK/WPG 6/21/2017,Kristian Vesalainen,x,
Trade VGK/WPG 6/21/2017,Chris Thorburn,x,
Trade VGK/WPG 6/21/2017,Michael Vukojevic,x,
Trade WIN/NYR 12/16/1987,Aaron Miller,x,
Trade WIN/NYR 12/16/1987,Paul Boutilier,,
Trade WPG/CHI 6/30/2013,John Hayden,a,
Trade WPG/CHI 6/30/2013,Luke Johnson,,
